,date,call_rate,date_1m_bf,call_rate_1m_bf,Labeling
1529,2012.05.07,3.24,2012.04.07,3.27,None
1530,2012.05.08,3.29,2012.04.08,3.27,None
1531,2012.05.09,3.28,2012.04.09,3.25,None
1532,2012.05.10,3.26,2012.04.10,3.23,None
1533,2012.05.11,3.25,2012.04.11,3.23,None
1534,2012.05.12,3.25,2012.04.12,3.24,None
1535,2012.05.13,3.25,2012.04.13,3.24,None
1536,2012.05.14,3.26,2012.04.14,3.24,None
1537,2012.05.15,3.26,2012.04.15,3.24,None
1538,2012.05.16,3.26,2012.04.16,3.24,None
1539,2012.05.17,3.26,2012.04.17,3.24,None
1540,2012.05.18,3.26,2012.04.18,3.24,None
1541,2012.05.19,3.26,2012.04.19,3.24,None
1542,2012.05.20,3.26,2012.04.20,3.25,None
1543,2012.05.21,3.26,2012.04.21,3.25,None
1544,2012.05.22,3.26,2012.04.22,3.25,None
1545,2012.05.23,3.26,2012.04.23,3.25,None
1546,2012.05.24,3.26,2012.04.24,3.26,Same
1547,2012.05.25,3.26,2012.04.25,3.26,Same
1548,2012.05.26,3.26,2012.04.26,3.26,Same
1549,2012.05.27,3.26,2012.04.27,3.26,Same
1550,2012.05.28,3.26,2012.04.28,3.26,Same
1551,2012.05.29,3.26,2012.04.29,3.26,Same
1552,2012.05.30,3.26,2012.04.30,3.26,Same
1553,2012.05.31,3.27,2012.04.30,3.26,None
1554,2012.06.01,3.25,2012.05.01,3.26,None
1555,2012.06.02,3.25,2012.05.02,3.25,Same
1556,2012.06.03,3.25,2012.05.03,3.25,Same
1557,2012.06.04,3.27,2012.05.04,3.24,None
1558,2012.06.05,3.27,2012.05.05,3.24,None
1559,2012.06.06,3.27,2012.05.06,3.24,None
1560,2012.06.07,3.26,2012.05.07,3.24,None
1561,2012.06.08,3.26,2012.05.08,3.29,Down
1562,2012.06.09,3.26,2012.05.09,3.28,None
1563,2012.06.10,3.26,2012.05.10,3.26,Same
1564,2012.06.11,3.26,2012.05.11,3.25,None
1565,2012.06.12,3.26,2012.05.12,3.25,None
1566,2012.06.13,3.26,2012.05.13,3.25,None
1567,2012.06.14,3.26,2012.05.14,3.26,Same
1568,2012.06.15,3.26,2012.05.15,3.26,Same
1569,2012.06.16,3.26,2012.05.16,3.26,Same
1570,2012.06.17,3.26,2012.05.17,3.26,Same
1571,2012.06.18,3.26,2012.05.18,3.26,Same
1572,2012.06.19,3.25,2012.05.19,3.26,None
1573,2012.06.20,3.26,2012.05.20,3.26,Same
1574,2012.06.21,3.26,2012.05.21,3.26,Same
1575,2012.06.22,3.26,2012.05.22,3.26,Same
1576,2012.06.23,3.26,2012.05.23,3.26,Same
1577,2012.06.24,3.26,2012.05.24,3.26,Same
1578,2012.06.25,3.25,2012.05.25,3.26,None
1579,2012.06.26,3.25,2012.05.26,3.26,None
1580,2012.06.27,3.24,2012.05.27,3.26,None
1581,2012.06.28,3.25,2012.05.28,3.26,None
1582,2012.06.29,3.26,2012.05.29,3.26,Same
1583,2012.06.30,3.26,2012.05.30,3.26,Same
1584,2012.07.01,3.26,2012.06.01,3.25,None
1585,2012.07.02,3.25,2012.06.02,3.25,Same
1586,2012.07.03,3.25,2012.06.03,3.25,Same
1587,2012.07.04,3.25,2012.06.04,3.27,None
1588,2012.07.05,3.25,2012.06.05,3.27,None
1589,2012.07.06,3.25,2012.06.06,3.27,None
1590,2012.07.07,3.25,2012.06.07,3.26,None
1591,2012.07.08,3.25,2012.06.08,3.26,None
1592,2012.07.09,3.25,2012.06.09,3.26,None
1593,2012.07.10,3.29,2012.06.10,3.26,Up
1594,2012.07.11,3.25,2012.06.11,3.26,None
1595,2012.07.12,3.0,2012.06.12,3.26,Down
1596,2012.07.13,3.0,2012.06.13,3.26,Down
1597,2012.07.14,3.0,2012.06.14,3.26,Down
1598,2012.07.15,3.0,2012.06.15,3.26,Down
1599,2012.07.16,3.01,2012.06.16,3.26,Down
1600,2012.07.17,3.01,2012.06.17,3.26,Down
1601,2012.07.18,3.0,2012.06.18,3.26,Down
1602,2012.07.19,3.01,2012.06.19,3.25,Down
1603,2012.07.20,3.0,2012.06.20,3.26,Down
1604,2012.07.21,3.0,2012.06.21,3.26,Down
1605,2012.07.22,3.0,2012.06.22,3.26,Down
1606,2012.07.23,3.0,2012.06.23,3.26,Down
1607,2012.07.24,3.0,2012.06.24,3.26,Down
1608,2012.07.25,3.01,2012.06.25,3.25,Down
1609,2012.07.26,3.0,2012.06.26,3.25,Down
1610,2012.07.27,3.0,2012.06.27,3.24,Down
1611,2012.07.28,3.0,2012.06.28,3.25,Down
1612,2012.07.29,3.0,2012.06.29,3.26,Down
1613,2012.07.30,3.0,2012.06.30,3.26,Down
1614,2012.07.31,3.02,2012.06.30,3.26,Down
1615,2012.08.01,3.0,2012.07.01,3.26,Down
1616,2012.08.02,2.99,2012.07.02,3.25,Down
1617,2012.08.03,3.0,2012.07.03,3.25,Down
1618,2012.08.04,3.0,2012.07.04,3.25,Down
1619,2012.08.05,3.0,2012.07.05,3.25,Down
1620,2012.08.06,2.99,2012.07.06,3.25,Down
1621,2012.08.07,2.99,2012.07.07,3.25,Down
1622,2012.08.08,2.99,2012.07.08,3.25,Down
1623,2012.08.09,3.0,2012.07.09,3.25,Down
1624,2012.08.10,2.99,2012.07.10,3.29,Down
1625,2012.08.11,2.99,2012.07.11,3.25,Down
1626,2012.08.12,2.99,2012.07.12,3.0,None
1627,2012.08.13,2.99,2012.07.13,3.0,None
1628,2012.08.14,3.0,2012.07.14,3.0,Same
1629,2012.08.15,3.0,2012.07.15,3.0,Same
1630,2012.08.16,3.0,2012.07.16,3.01,None
1631,2012.08.17,2.99,2012.07.17,3.01,None
1632,2012.08.18,2.99,2012.07.18,3.0,None
1633,2012.08.19,2.99,2012.07.19,3.01,None
1634,2012.08.20,2.99,2012.07.20,3.0,None
1635,2012.08.21,3.0,2012.07.21,3.0,Same
1636,2012.08.22,3.0,2012.07.22,3.0,Same
1637,2012.08.23,3.0,2012.07.23,3.0,Same
1638,2012.08.24,3.0,2012.07.24,3.0,Same
1639,2012.08.25,3.0,2012.07.25,3.01,None
1640,2012.08.26,3.0,2012.07.26,3.0,Same
1641,2012.08.27,2.99,2012.07.27,3.0,None
1642,2012.08.28,3.0,2012.07.28,3.0,Same
1643,2012.08.29,3.0,2012.07.29,3.0,Same
1644,2012.08.30,3.0,2012.07.30,3.0,Same
1645,2012.08.31,3.01,2012.07.31,3.02,None
1646,2012.09.01,3.01,2012.08.01,3.0,None
1647,2012.09.02,3.01,2012.08.02,2.99,None
1648,2012.09.03,3.0,2012.08.03,3.0,Same
1649,2012.09.04,3.01,2012.08.04,3.0,None
1650,2012.09.05,3.0,2012.08.05,3.0,Same
1651,2012.09.06,3.0,2012.08.06,2.99,None
1652,2012.09.07,3.01,2012.08.07,2.99,None
1653,2012.09.08,3.01,2012.08.08,2.99,None
1654,2012.09.09,3.01,2012.08.09,3.0,None
1655,2012.09.10,2.99,2012.08.10,2.99,Same
1656,2012.09.11,2.99,2012.08.11,2.99,Same
1657,2012.09.12,2.99,2012.08.12,2.99,Same
1658,2012.09.13,2.99,2012.08.13,2.99,Same
1659,2012.09.14,2.99,2012.08.14,3.0,None
1660,2012.09.15,2.99,2012.08.15,3.0,None
1661,2012.09.16,2.99,2012.08.16,3.0,None
1662,2012.09.17,2.99,2012.08.17,2.99,Same
1663,2012.09.18,2.99,2012.08.18,2.99,Same
1664,2012.09.19,2.99,2012.08.19,2.99,Same
1665,2012.09.20,3.0,2012.08.20,2.99,None
1666,2012.09.21,3.0,2012.08.21,3.0,Same
1667,2012.09.22,3.0,2012.08.22,3.0,Same
1668,2012.09.23,3.0,2012.08.23,3.0,Same
1669,2012.09.24,3.0,2012.08.24,3.0,Same
1670,2012.09.25,2.99,2012.08.25,3.0,None
1671,2012.09.26,2.99,2012.08.26,3.0,None
1672,2012.09.27,2.99,2012.08.27,2.99,Same
1673,2012.09.28,3.01,2012.08.28,3.0,None
1674,2012.09.29,3.01,2012.08.29,3.0,None
1675,2012.09.30,3.01,2012.08.30,3.0,None
1676,2012.10.01,3.01,2012.09.01,3.01,Same
1677,2012.10.02,2.99,2012.09.02,3.01,None
1678,2012.10.03,2.99,2012.09.03,3.0,None
1679,2012.10.04,3.01,2012.09.04,3.01,Same
1680,2012.10.05,3.0,2012.09.05,3.0,Same
1681,2012.10.06,3.0,2012.09.06,3.0,Same
1682,2012.10.07,3.0,2012.09.07,3.01,None
1683,2012.10.08,2.99,2012.09.08,3.01,None
1684,2012.10.09,3.0,2012.09.09,3.01,None
1685,2012.10.10,3.03,2012.09.10,2.99,Up
1686,2012.10.11,2.75,2012.09.11,2.99,Down
1687,2012.10.12,2.75,2012.09.12,2.99,Down
1688,2012.10.13,2.75,2012.09.13,2.99,Down
1689,2012.10.14,2.75,2012.09.14,2.99,Down
1690,2012.10.15,2.75,2012.09.15,2.99,Down
1691,2012.10.16,2.75,2012.09.16,2.99,Down
1692,2012.10.17,2.75,2012.09.17,2.99,Down
1693,2012.10.18,2.75,2012.09.18,2.99,Down
1694,2012.10.19,2.75,2012.09.19,2.99,Down
1695,2012.10.20,2.75,2012.09.20,3.0,Down
1696,2012.10.21,2.75,2012.09.21,3.0,Down
1697,2012.10.22,2.74,2012.09.22,3.0,Down
1698,2012.10.23,2.74,2012.09.23,3.0,Down
1699,2012.10.24,2.74,2012.09.24,3.0,Down
1700,2012.10.25,2.75,2012.09.25,2.99,Down
1701,2012.10.26,2.74,2012.09.26,2.99,Down
1702,2012.10.27,2.74,2012.09.27,2.99,Down
1703,2012.10.28,2.74,2012.09.28,3.01,Down
1704,2012.10.29,2.74,2012.09.29,3.01,Down
1705,2012.10.30,2.74,2012.09.30,3.01,Down
1706,2012.10.31,2.75,2012.09.30,3.01,Down
1707,2012.11.01,2.75,2012.10.01,3.01,Down
1708,2012.11.02,2.75,2012.10.02,2.99,Down
1709,2012.11.03,2.75,2012.10.03,2.99,Down
1710,2012.11.04,2.75,2012.10.04,3.01,Down
1711,2012.11.05,2.75,2012.10.05,3.0,Down
1712,2012.11.06,2.76,2012.10.06,3.0,Down
1713,2012.11.07,2.76,2012.10.07,3.0,Down
1714,2012.11.08,2.75,2012.10.08,2.99,Down
1715,2012.11.09,2.75,2012.10.09,3.0,Down
1716,2012.11.10,2.75,2012.10.10,3.03,Down
1717,2012.11.11,2.75,2012.10.11,2.75,Same
1718,2012.11.12,2.76,2012.10.12,2.75,None
1719,2012.11.13,2.76,2012.10.13,2.75,None
1720,2012.11.14,2.76,2012.10.14,2.75,None
1721,2012.11.15,2.76,2012.10.15,2.75,None
1722,2012.11.16,2.75,2012.10.16,2.75,Same
1723,2012.11.17,2.75,2012.10.17,2.75,Same
1724,2012.11.18,2.75,2012.10.18,2.75,Same
1725,2012.11.19,2.75,2012.10.19,2.75,Same
1726,2012.11.20,2.76,2012.10.20,2.75,None
1727,2012.11.21,2.76,2012.10.21,2.75,None
1728,2012.11.22,2.76,2012.10.22,2.74,None
1729,2012.11.23,2.75,2012.10.23,2.74,None
1730,2012.11.24,2.75,2012.10.24,2.74,None
1731,2012.11.25,2.75,2012.10.25,2.75,Same
1732,2012.11.26,2.75,2012.10.26,2.74,None
1733,2012.11.27,2.75,2012.10.27,2.74,None
1734,2012.11.28,2.75,2012.10.28,2.74,None
1735,2012.11.29,2.76,2012.10.29,2.74,None
1736,2012.11.30,2.77,2012.10.30,2.74,None
1737,2012.12.01,2.77,2012.11.01,2.75,None
1738,2012.12.02,2.77,2012.11.02,2.75,None
1739,2012.12.03,2.75,2012.11.03,2.75,Same
1740,2012.12.04,2.78,2012.11.04,2.75,None
1741,2012.12.05,2.74,2012.11.05,2.75,None
1742,2012.12.06,2.75,2012.11.06,2.76,None
1743,2012.12.07,2.76,2012.11.07,2.76,Same
1744,2012.12.08,2.76,2012.11.08,2.75,None
1745,2012.12.09,2.76,2012.11.09,2.75,None
1746,2012.12.10,2.75,2012.11.10,2.75,Same
1747,2012.12.11,2.75,2012.11.11,2.75,Same
1748,2012.12.12,2.75,2012.11.12,2.76,None
1749,2012.12.13,2.75,2012.11.13,2.76,None
1750,2012.12.14,2.75,2012.11.14,2.76,None
1751,2012.12.15,2.75,2012.11.15,2.76,None
1752,2012.12.16,2.75,2012.11.16,2.75,Same
1753,2012.12.17,2.75,2012.11.17,2.75,Same
1754,2012.12.18,2.75,2012.11.18,2.75,Same
1755,2012.12.19,2.75,2012.11.19,2.75,Same
1756,2012.12.20,2.75,2012.11.20,2.76,None
1757,2012.12.21,2.75,2012.11.21,2.76,None
1758,2012.12.22,2.75,2012.11.22,2.76,None
1759,2012.12.23,2.75,2012.11.23,2.75,Same
1760,2012.12.24,2.76,2012.11.24,2.75,None
1761,2012.12.25,2.76,2012.11.25,2.75,None
1762,2012.12.26,2.75,2012.11.26,2.75,Same
1763,2012.12.27,2.75,2012.11.27,2.75,Same
1764,2012.12.28,2.75,2012.11.28,2.75,Same
1765,2012.12.29,2.75,2012.11.29,2.76,None
1766,2012.12.30,2.75,2012.11.30,2.77,None
1767,2012.12.31,2.77,2012.11.30,2.77,Same
1768,2013.01.01,2.77,2012.12.01,2.77,Same
1769,2013.01.02,2.77,2012.12.02,2.77,Same
1770,2013.01.03,2.77,2012.12.03,2.75,None
1771,2013.01.04,2.76,2012.12.04,2.78,None
1772,2013.01.05,2.76,2012.12.05,2.74,None
1773,2013.01.06,2.76,2012.12.06,2.75,None
1774,2013.01.07,2.76,2012.12.07,2.76,Same
1775,2013.01.08,2.76,2012.12.08,2.76,Same
1776,2013.01.09,2.77,2012.12.09,2.76,None
1777,2013.01.10,2.76,2012.12.10,2.75,None
1778,2013.01.11,2.76,2012.12.11,2.75,None
1779,2013.01.12,2.76,2012.12.12,2.75,None
1780,2013.01.13,2.76,2012.12.13,2.75,None
1781,2013.01.14,2.75,2012.12.14,2.75,Same
1782,2013.01.15,2.76,2012.12.15,2.75,None
1783,2013.01.16,2.75,2012.12.16,2.75,Same
1784,2013.01.17,2.75,2012.12.17,2.75,Same
1785,2013.01.18,2.75,2012.12.18,2.75,Same
1786,2013.01.19,2.75,2012.12.19,2.75,Same
1787,2013.01.20,2.75,2012.12.20,2.75,Same
1788,2013.01.21,2.76,2012.12.21,2.75,None
1789,2013.01.22,2.75,2012.12.22,2.75,Same
1790,2013.01.23,2.75,2012.12.23,2.75,Same
1791,2013.01.24,2.75,2012.12.24,2.76,None
1792,2013.01.25,2.75,2012.12.25,2.76,None
1793,2013.01.26,2.75,2012.12.26,2.75,Same
1794,2013.01.27,2.75,2012.12.27,2.75,Same
1795,2013.01.28,2.75,2012.12.28,2.75,Same
1796,2013.01.29,2.75,2012.12.29,2.75,Same
1797,2013.01.30,2.75,2012.12.30,2.75,Same
1798,2013.01.31,2.76,2012.12.31,2.77,None
1799,2013.02.01,2.75,2013.01.01,2.77,None
1800,2013.02.02,2.75,2013.01.02,2.77,None
1801,2013.02.03,2.75,2013.01.03,2.77,None
1802,2013.02.04,2.75,2013.01.04,2.76,None
1803,2013.02.05,2.73,2013.01.05,2.76,None
1804,2013.02.06,2.72,2013.01.06,2.76,Down
1805,2013.02.07,2.74,2013.01.07,2.76,None
1806,2013.02.08,2.74,2013.01.08,2.76,None
1807,2013.02.09,2.74,2013.01.09,2.77,None
1808,2013.02.10,2.74,2013.01.10,2.76,None
1809,2013.02.11,2.74,2013.01.11,2.76,None
1810,2013.02.12,2.75,2013.01.12,2.76,None
1811,2013.02.13,2.75,2013.01.13,2.76,None
1812,2013.02.14,2.75,2013.01.14,2.75,Same
1813,2013.02.15,2.75,2013.01.15,2.76,None
1814,2013.02.16,2.75,2013.01.16,2.75,Same
1815,2013.02.17,2.75,2013.01.17,2.75,Same
1816,2013.02.18,2.74,2013.01.18,2.75,None
1817,2013.02.19,2.75,2013.01.19,2.75,Same
1818,2013.02.20,2.75,2013.01.20,2.75,Same
1819,2013.02.21,2.76,2013.01.21,2.76,Same
1820,2013.02.22,2.75,2013.01.22,2.75,Same
1821,2013.02.23,2.75,2013.01.23,2.75,Same
1822,2013.02.24,2.75,2013.01.24,2.75,Same
1823,2013.02.25,2.76,2013.01.25,2.75,None
1824,2013.02.26,2.75,2013.01.26,2.75,Same
1825,2013.02.27,2.75,2013.01.27,2.75,Same
1826,2013.02.28,2.76,2013.01.28,2.75,None
1827,2013.03.01,2.76,2013.02.01,2.75,None
1828,2013.03.02,2.76,2013.02.02,2.75,None
1829,2013.03.03,2.76,2013.02.03,2.75,None
1830,2013.03.04,2.76,2013.02.04,2.75,None
1831,2013.03.05,2.74,2013.02.05,2.73,None
1832,2013.03.06,2.74,2013.02.06,2.72,None
1833,2013.03.07,2.76,2013.02.07,2.74,None
1834,2013.03.08,2.75,2013.02.08,2.74,None
1835,2013.03.09,2.75,2013.02.09,2.74,None
1836,2013.03.10,2.75,2013.02.10,2.74,None
1837,2013.03.11,2.75,2013.02.11,2.74,None
1838,2013.03.12,2.75,2013.02.12,2.75,Same
1839,2013.03.13,2.74,2013.02.13,2.75,None
1840,2013.03.14,2.74,2013.02.14,2.75,None
1841,2013.03.15,2.74,2013.02.15,2.75,None
1842,2013.03.16,2.74,2013.02.16,2.75,None
1843,2013.03.17,2.74,2013.02.17,2.75,None
1844,2013.03.18,2.74,2013.02.18,2.74,Same
1845,2013.03.19,2.74,2013.02.19,2.75,None
1846,2013.03.20,2.74,2013.02.20,2.75,None
1847,2013.03.21,2.74,2013.02.21,2.76,None
1848,2013.03.22,2.74,2013.02.22,2.75,None
1849,2013.03.23,2.74,2013.02.23,2.75,None
1850,2013.03.24,2.74,2013.02.24,2.75,None
1851,2013.03.25,2.74,2013.02.25,2.76,None
1852,2013.03.26,2.74,2013.02.26,2.75,None
1853,2013.03.27,2.74,2013.02.27,2.75,None
1854,2013.03.28,2.74,2013.02.28,2.76,None
1855,2013.03.29,2.75,2013.02.28,2.76,None
1856,2013.03.30,2.75,2013.02.28,2.76,None
1857,2013.03.31,2.75,2013.02.28,2.76,None
1858,2013.04.01,2.74,2013.03.01,2.76,None
1859,2013.04.02,2.74,2013.03.02,2.76,None
1860,2013.04.03,2.74,2013.03.03,2.76,None
1861,2013.04.04,2.74,2013.03.04,2.76,None
1862,2013.04.05,2.74,2013.03.05,2.74,Same
1863,2013.04.06,2.74,2013.03.06,2.74,Same
1864,2013.04.07,2.74,2013.03.07,2.76,None
1865,2013.04.08,2.74,2013.03.08,2.75,None
1866,2013.04.09,2.75,2013.03.09,2.75,Same
1867,2013.04.10,2.75,2013.03.10,2.75,Same
1868,2013.04.11,2.74,2013.03.11,2.75,None
1869,2013.04.12,2.73,2013.03.12,2.75,None
1870,2013.04.13,2.73,2013.03.13,2.74,None
1871,2013.04.14,2.73,2013.03.14,2.74,None
1872,2013.04.15,2.74,2013.03.15,2.74,Same
1873,2013.04.16,2.74,2013.03.16,2.74,Same
1874,2013.04.17,2.74,2013.03.17,2.74,Same
1875,2013.04.18,2.74,2013.03.18,2.74,Same
1876,2013.04.19,2.75,2013.03.19,2.74,None
1877,2013.04.20,2.75,2013.03.20,2.74,None
1878,2013.04.21,2.75,2013.03.21,2.74,None
1879,2013.04.22,2.75,2013.03.22,2.74,None
1880,2013.04.23,2.75,2013.03.23,2.74,None
1881,2013.04.24,2.75,2013.03.24,2.74,None
1882,2013.04.25,2.76,2013.03.25,2.74,None
1883,2013.04.26,2.76,2013.03.26,2.74,None
1884,2013.04.27,2.76,2013.03.27,2.74,None
1885,2013.04.28,2.76,2013.03.28,2.74,None
1886,2013.04.29,2.76,2013.03.29,2.75,None
1887,2013.04.30,2.78,2013.03.30,2.75,None
1888,2013.05.01,2.78,2013.04.01,2.74,Up
1889,2013.05.02,2.76,2013.04.02,2.74,None
1890,2013.05.03,2.76,2013.04.03,2.74,None
1891,2013.05.04,2.76,2013.04.04,2.74,None
1892,2013.05.05,2.76,2013.04.05,2.74,None
1893,2013.05.06,2.76,2013.04.06,2.74,None
1894,2013.05.07,2.76,2013.04.07,2.74,None
1895,2013.05.08,2.77,2013.04.08,2.74,None
1896,2013.05.09,2.51,2013.04.09,2.75,Down
1897,2013.05.10,2.51,2013.04.10,2.75,Down
1898,2013.05.11,2.51,2013.04.11,2.74,Down
1899,2013.05.12,2.51,2013.04.12,2.73,Down
1900,2013.05.13,2.51,2013.04.13,2.73,Down
1901,2013.05.14,2.51,2013.04.14,2.73,Down
1902,2013.05.15,2.51,2013.04.15,2.74,Down
1903,2013.05.16,2.51,2013.04.16,2.74,Down
1904,2013.05.17,2.51,2013.04.17,2.74,Down
1905,2013.05.18,2.51,2013.04.18,2.74,Down
1906,2013.05.19,2.51,2013.04.19,2.75,Down
1907,2013.05.20,2.5,2013.04.20,2.75,Down
1908,2013.05.21,2.5,2013.04.21,2.75,Down
1909,2013.05.22,2.5,2013.04.22,2.75,Down
1910,2013.05.23,2.5,2013.04.23,2.75,Down
1911,2013.05.24,2.5,2013.04.24,2.75,Down
1912,2013.05.25,2.5,2013.04.25,2.76,Down
1913,2013.05.26,2.5,2013.04.26,2.76,Down
1914,2013.05.27,2.5,2013.04.27,2.76,Down
1915,2013.05.28,2.5,2013.04.28,2.76,Down
1916,2013.05.29,2.49,2013.04.29,2.76,Down
1917,2013.05.30,2.49,2013.04.30,2.78,Down
1918,2013.05.31,2.5,2013.04.30,2.78,Down
1919,2013.06.01,2.5,2013.05.01,2.78,Down
1920,2013.06.02,2.5,2013.05.02,2.76,Down
1921,2013.06.03,2.49,2013.05.03,2.76,Down
1922,2013.06.04,2.52,2013.05.04,2.76,Down
1923,2013.06.05,2.48,2013.05.05,2.76,Down
1924,2013.06.06,2.48,2013.05.06,2.76,Down
1925,2013.06.07,2.5,2013.05.07,2.76,Down
1926,2013.06.08,2.5,2013.05.08,2.77,Down
1927,2013.06.09,2.5,2013.05.09,2.51,None
1928,2013.06.10,2.49,2013.05.10,2.51,None
1929,2013.06.11,2.49,2013.05.11,2.51,None
1930,2013.06.12,2.49,2013.05.12,2.51,None
1931,2013.06.13,2.49,2013.05.13,2.51,None
1932,2013.06.14,2.49,2013.05.14,2.51,None
1933,2013.06.15,2.49,2013.05.15,2.51,None
1934,2013.06.16,2.49,2013.05.16,2.51,None
1935,2013.06.17,2.49,2013.05.17,2.51,None
1936,2013.06.18,2.49,2013.05.18,2.51,None
1937,2013.06.19,2.49,2013.05.19,2.51,None
1938,2013.06.20,2.49,2013.05.20,2.5,None
1939,2013.06.21,2.49,2013.05.21,2.5,None
1940,2013.06.22,2.49,2013.05.22,2.5,None
1941,2013.06.23,2.49,2013.05.23,2.5,None
1942,2013.06.24,2.49,2013.05.24,2.5,None
1943,2013.06.25,2.49,2013.05.25,2.5,None
1944,2013.06.26,2.49,2013.05.26,2.5,None
1945,2013.06.27,2.5,2013.05.27,2.5,Same
1946,2013.06.28,2.5,2013.05.28,2.5,Same
1947,2013.06.29,2.5,2013.05.29,2.49,None
1948,2013.06.30,2.5,2013.05.30,2.49,None
1949,2013.07.01,2.49,2013.06.01,2.5,None
1950,2013.07.02,2.49,2013.06.02,2.5,None
1951,2013.07.03,2.48,2013.06.03,2.49,None
1952,2013.07.04,2.45,2013.06.04,2.52,Down
1953,2013.07.05,2.42,2013.06.05,2.48,Down
1954,2013.07.06,2.42,2013.06.06,2.48,Down
1955,2013.07.07,2.42,2013.06.07,2.5,Down
1956,2013.07.08,2.35,2013.06.08,2.5,Down
1957,2013.07.09,2.34,2013.06.09,2.5,Down
1958,2013.07.10,2.36,2013.06.10,2.49,Down
1959,2013.07.11,2.48,2013.06.11,2.49,None
1960,2013.07.12,2.48,2013.06.12,2.49,None
1961,2013.07.13,2.48,2013.06.13,2.49,None
1962,2013.07.14,2.48,2013.06.14,2.49,None
1963,2013.07.15,2.48,2013.06.15,2.49,None
1964,2013.07.16,2.48,2013.06.16,2.49,None
1965,2013.07.17,2.48,2013.06.17,2.49,None
1966,2013.07.18,2.48,2013.06.18,2.49,None
1967,2013.07.19,2.49,2013.06.19,2.49,Same
1968,2013.07.20,2.49,2013.06.20,2.49,Same
1969,2013.07.21,2.49,2013.06.21,2.49,Same
1970,2013.07.22,2.49,2013.06.22,2.49,Same
1971,2013.07.23,2.48,2013.06.23,2.49,None
1972,2013.07.24,2.49,2013.06.24,2.49,Same
1973,2013.07.25,2.5,2013.06.25,2.49,None
1974,2013.07.26,2.5,2013.06.26,2.49,None
1975,2013.07.27,2.5,2013.06.27,2.5,Same
1976,2013.07.28,2.5,2013.06.28,2.5,Same
1977,2013.07.29,2.51,2013.06.29,2.5,None
1978,2013.07.30,2.51,2013.06.30,2.5,None
1979,2013.07.31,2.53,2013.06.30,2.5,None
1980,2013.08.01,2.52,2013.07.01,2.49,None
1981,2013.08.02,2.49,2013.07.02,2.49,Same
1982,2013.08.03,2.49,2013.07.03,2.48,None
1983,2013.08.04,2.49,2013.07.04,2.45,Up
1984,2013.08.05,2.49,2013.07.05,2.42,Up
1985,2013.08.06,2.5,2013.07.06,2.42,Up
1986,2013.08.07,2.48,2013.07.07,2.42,Up
1987,2013.08.08,2.49,2013.07.08,2.35,Up
1988,2013.08.09,2.49,2013.07.09,2.34,Up
1989,2013.08.10,2.49,2013.07.10,2.36,Up
1990,2013.08.11,2.49,2013.07.11,2.48,None
1991,2013.08.12,2.5,2013.07.12,2.48,None
1992,2013.08.13,2.5,2013.07.13,2.48,None
1993,2013.08.14,2.5,2013.07.14,2.48,None
1994,2013.08.15,2.5,2013.07.15,2.48,None
1995,2013.08.16,2.5,2013.07.16,2.48,None
1996,2013.08.17,2.5,2013.07.17,2.48,None
1997,2013.08.18,2.5,2013.07.18,2.48,None
1998,2013.08.19,2.5,2013.07.19,2.49,None
1999,2013.08.20,2.5,2013.07.20,2.49,None
2000,2013.08.21,2.5,2013.07.21,2.49,None
2001,2013.08.22,2.5,2013.07.22,2.49,None
2002,2013.08.23,2.5,2013.07.23,2.48,None
2003,2013.08.24,2.5,2013.07.24,2.49,None
2004,2013.08.25,2.5,2013.07.25,2.5,Same
2005,2013.08.26,2.5,2013.07.26,2.5,Same
2006,2013.08.27,2.5,2013.07.27,2.5,Same
2007,2013.08.28,2.5,2013.07.28,2.5,Same
2008,2013.08.29,2.5,2013.07.29,2.51,None
2009,2013.08.30,2.51,2013.07.30,2.51,Same
2010,2013.08.31,2.51,2013.07.31,2.53,None
2011,2013.09.01,2.51,2013.08.01,2.52,None
2012,2013.09.02,2.51,2013.08.02,2.49,None
2013,2013.09.03,2.51,2013.08.03,2.49,None
2014,2013.09.04,2.5,2013.08.04,2.49,None
2015,2013.09.05,2.5,2013.08.05,2.49,None
2016,2013.09.06,2.5,2013.08.06,2.5,Same
2017,2013.09.07,2.5,2013.08.07,2.48,None
2018,2013.09.08,2.5,2013.08.08,2.49,None
2019,2013.09.09,2.5,2013.08.09,2.49,None
2020,2013.09.10,2.51,2013.08.10,2.49,None
2021,2013.09.11,2.49,2013.08.11,2.49,Same
2022,2013.09.12,2.5,2013.08.12,2.5,Same
2023,2013.09.13,2.5,2013.08.13,2.5,Same
2024,2013.09.14,2.5,2013.08.14,2.5,Same
2025,2013.09.15,2.5,2013.08.15,2.5,Same
2026,2013.09.16,2.5,2013.08.16,2.5,Same
2027,2013.09.17,2.5,2013.08.17,2.5,Same
2028,2013.09.18,2.5,2013.08.18,2.5,Same
2029,2013.09.19,2.5,2013.08.19,2.5,Same
2030,2013.09.20,2.5,2013.08.20,2.5,Same
2031,2013.09.21,2.5,2013.08.21,2.5,Same
2032,2013.09.22,2.5,2013.08.22,2.5,Same
2033,2013.09.23,2.5,2013.08.23,2.5,Same
2034,2013.09.24,2.5,2013.08.24,2.5,Same
2035,2013.09.25,2.5,2013.08.25,2.5,Same
